-1,-1,-1,-1,12,4,4,31,-1,-1,-1,-1,12,4,4,13,-1,5,-1,10,4,13,-1,-1,-1
-1,-1,-1,-1,20,4,4,31,-1,-1,-1,-1,12,4,4,13,-1,-1,-1,12,4,13,5,-1,-1
-1,-1,-1,-1,30,4,4,31,-1,-1,-1,-1,12,4,4,13,-1,-1,-1,12,4,13,-1,-1,-1
-1,-1,5,-1,10,4,4,31,5,-1,-1,-1,12,4,4,13,-1,-1,-1,12,4,13,-1,-1,-1
-1,-1,-1,-1,4,4,4,31,-1,-1,-1,-1,12,4,4,13,-1,-1,-1,12,4,13,-1,-1,-1
-1,-1,-1,-1,-1,12,4,31,-1,-1,-1,-1,12,4,4,13,-1,-1,-1,12,4,13,-1,-1,-1
-1,-1,-1,-1,-1,12,4,11,-1,-1,-1,-1,12,4,4,13,-1,-1,-1,12,4,13,-1,-1,-1
-1,-1,-1,-1,-1,12,4,13,-1,-1,-1,-1,12,4,4,18,-1,-1,-1,12,4,13,5,-1,-1
-1,-1,-1,-1,-1,12,4,13,-1,-1,-1,-1,12,4,4,13,-1,-1,-1,12,4,13,-1,-1,-1
-1,-1,-1,-1,-1,20,4,21,-1,-1,-1,-1,20,4,4,13,-1,-1,-1,12,4,21,-1,-1,-1
-1,-1,-1,-1,-1,30,4,31,-1,-1,-1,-1,30,4,4,13,5,-1,-1,20,4,31,-1,-1,-1
-1,-1,-1,-1,5,30,4,31,-1,-1,-1,-1,30,4,4,13,-1,-1,-1,30,4,31,-1,-1,-1
-1,-1,-1,-1,-1,30,4,31,-1,-1,-1,-1,30,4,4,13,-1,-1,-1,30,4,31,-1,-1,-1
-1,-1,-1,-1,-1,30,4,31,-1,-1,-1,-1,30,4,4,13,-1,-1,-1,30,4,31,5,-1,-1
-1,-1,-1,-1,-1,30,4,31,-1,-1,-1,5,30,4,4,13,-1,-1,-1,30,4,31,-1,-1,-1
-1,-1,-1,-1,-1,30,4,31,-1,-1,-1,-1,30,4,4,21,5,-1,-1,30,4,31,-1,-1,-1
-1,-1,-1,-1,-1,30,4,31,-1,-1,-1,-1,30,4,4,31,-1,-1,-1,30,4,31,-1,-1,-1
-1,-1,-1,-1,-1,30,4,31,-1,-1,-1,-1,30,4,4,31,-1,-1,-1,30,4,31,-1,-1,-1
-1,-1,-1,-1,5,30,4,31,-1,-1,-1,-1,30,4,4,31,-1,-1,-1,30,4,31,-1,-1,-1
-1,-1,-1,-1,-1,30,4,31,-1,-1,-1,-1,30,4,4,31,-1,-1,-1,30,4,31,-1,-1,-1
-1,-1,-1,-1,-1,30,4,31,-1,-1,-1,-1,30,4,4,31,-1,-1,-1,30,4,31,-1,-1,-1
5,5,-1,-1,5,30,4,11,-1,5,-1,5,10,4,4,11,-1,5,-1,10,4,31,-1,5,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
